record_id,source,landslide_event,State,latitude,longitude,date,rainfall_mm,rainfall_3day_mm,soil_moisture,elevation_m,slope_deg,ndvi_mean,historical_landslide_density,historical_landslide_distance
MIZ/AZL/2024/220,gsi_dated_positive,1,Mizoram,23.60861111,92.85055556,2024-05-28,69.5,102.1,0.425,1123.0,25.59,,85,0.034
MIZ/AZL/2024/228,gsi_dated_positive,1,Mizoram,23.73222222,92.75,2024-05-28,68.0,108.3,0.426,944.0,46.45,,340,0.031
MIZ/AZL/2024/229,gsi_dated_positive,1,Mizoram,23.73194444,92.75,2024-05-28,68.0,108.3,0.426,923.0,49.27,,342,0.031
MIZ/AZL/2024/230,gsi_dated_positive,1,Mizoram,23.74083333,92.74111111,2024-05-28,68.0,108.3,0.426,953.0,31.06,,332,0.13
MIZ/AZL/2024/235,gsi_dated_positive,1,Mizoram,23.76972222,92.74472222,2024-05-28,58.6,98.0,0.426,1153.0,36.32,,300,0.388
MIZ/AZL/2024/247,gsi_dated_positive,1,Mizoram,23.74916667,92.69416667,2024-05-28,68.8,125.9,0.427,802.0,39.2,,285,0.073
MIZ/AZL/2024/254,gsi_dated_positive,1,Mizoram,23.69277778,92.72055556,2024-05-28,78.0,120.5,0.426,978.0,41.91,,366,0.062
MIZ/AZL/2024/265,gsi_dated_positive,1,Mizoram,23.70972222,92.72222222,2024-05-28,68.0,108.3,0.426,918.0,32.4,,362,0.077
MIZ/AZL/2024/266,gsi_dated_positive,1,Mizoram,23.69944444,92.71972222,2024-05-28,68.0,108.3,0.426,1070.0,12.5,,360,0.183
MIZ/AZL/2024/278,gsi_dated_positive,1,Mizoram,23.66416667,92.72055556,2024-05-28,78.0,120.5,0.426,1046.0,52.08,,377,0.337
MIZ/AZL/2024/279,gsi_dated_positive,1,Mizoram,23.66055556,92.72527778,2024-05-28,78.0,120.5,0.426,888.0,24.71,,373,0.129
MIZ/AZL/2024/280,gsi_dated_positive,1,Mizoram,23.66,92.72638889,2024-05-28,78.0,120.5,0.426,891.0,21.66,,375,0.064
MIZ/AZL/2024/281,gsi_dated_positive,1,Mizoram,23.65527778,92.72694444,2024-05-28,78.0,120.5,0.426,811.0,22.49,,369,0.154
MIZ/AZL/2024/282,gsi_dated_positive,1,Mizoram,23.65138889,92.72694444,2024-05-28,78.0,120.5,0.426,789.0,10.14,,348,0.377
MIZ/AZL/2024/283,gsi_dated_positive,1,Mizoram,23.64555556,92.72444444,2024-05-28,78.0,120.5,0.426,805.0,32.58,,315,0.126
MIZ/AZL/2024/285,gsi_dated_positive,1,Mizoram,23.64444444,92.72527778,2024-05-28,78.0,120.5,0.426,816.0,24.71,,307,0.084
MIZ/AZL/2024/286,gsi_dated_positive,1,Mizoram,23.64166667,92.72416667,2024-05-28,78.0,120.5,0.426,829.0,21.29,,298,0.109
MIZ/AZL/2024/287,gsi_dated_positive,1,Mizoram,23.64083333,92.72472222,2024-05-28,78.0,120.5,0.426,827.0,23.61,,290,0.109
MIZ/AZL/2024/288,gsi_dated_positive,1,Mizoram,23.6375,92.72277778,2024-05-28,78.0,120.5,0.426,843.0,38.45,,292,0.164
MIZ/AZL/2024/294,gsi_dated_positive,1,Mizoram,23.62611111,92.72638889,2024-05-28,86.1,119.8,0.427,785.0,22.15,,301,0.397
MIZ/AZL/2024/295,gsi_dated_positive,1,Mizoram,23.6325,92.72388889,2024-05-28,78.0,120.5,0.426,807.0,33.73,,305,0.154
MIZ/AZL/2024/297,gsi_dated_positive,1,Mizoram,23.62972222,92.72555556,2024-05-28,78.0,120.5,0.426,771.0,27.93,,307,0.113
MIZ/AZL/2024/302,gsi_dated_positive,1,Mizoram,23.61611111,92.71722222,2024-05-28,86.1,119.8,0.427,887.0,22.29,,309,0.127
MIZ/AZL/2024/305,gsi_dated_positive,1,Mizoram,23.61861111,92.72611111,2024-05-28,86.1,119.8,0.427,793.0,27.74,,307,0.15
MIZ/AZL/2024/306,gsi_dated_positive,1,Mizoram,23.60555556,92.725,2024-05-28,86.1,119.8,0.427,906.0,22.49,,304,0.179
MIZ/AZL/2024/312,gsi_dated_positive,1,Mizoram,23.59194444,92.75055556,2024-05-28,86.1,119.8,0.427,701.0,25.63,,267,1.257
MIZ/AZL/2024/313,gsi_dated_positive,1,Mizoram,23.595,92.81611111,2024-05-28,69.5,102.1,0.425,622.0,24.94,,98,0.157
MIZ/AZL/2024/319,gsi_dated_positive,1,Mizoram,23.60861111,92.80972222,2024-05-28,78.0,120.5,0.426,498.0,27.29,,141,0.012
MIZ/AZL/2024/323,gsi_dated_positive,1,Mizoram,23.60972222,92.80916667,2024-05-28,78.0,120.5,0.426,536.0,23.9,,144,0.117
MIZ/AZL/2024/324,gsi_dated_positive,1,Mizoram,23.61361111,92.80777778,2024-05-28,78.0,120.5,0.426,549.0,26.56,,149,0.254
MIZ/AZL/2024/327,gsi_dated_positive,1,Mizoram,23.61222222,92.80527778,2024-05-28,78.0,120.5,0.426,450.0,22.95,,158,0.219
MIZ/AZL/2024/328,gsi_dated_positive,1,Mizoram,23.61138889,92.80333333,2024-05-28,78.0,120.5,0.426,451.0,30.9,,164,0.219
MIZ/AZL/2024/342,gsi_dated_positive,1,Mizoram,23.61611111,92.79777778,2024-05-28,78.0,120.5,0.426,397.0,24.65,,178,0.17
MIZ/AZL/2024/343,gsi_dated_positive,1,Mizoram,23.61472222,92.79583333,2024-05-28,78.0,120.5,0.426,380.0,36.89,,179,0.251
MIZ/AZL/2024/344,gsi_dated_positive,1,Mizoram,23.615,92.79222222,2024-05-28,78.0,120.5,0.426,331.0,30.89,,181,0.146
MIZ/AZL/2024/346,gsi_dated_positive,1,Mizoram,23.61861111,92.79,2024-05-28,78.0,120.5,0.426,314.0,11.67,,201,0.15
MIZ/AZL/2024/350,gsi_dated_positive,1,Mizoram,23.62333333,92.78888889,2024-05-28,78.0,120.5,0.426,229.0,23.91,,210,0.031
MIZ/AZL/2024/352,gsi_dated_positive,1,Mizoram,23.62527778,92.78638889,2024-05-28,78.0,120.5,0.426,204.0,6.84,,218,0.315
MIZ/AZL/2024/365,gsi_dated_positive,1,Mizoram,23.59527778,92.71722222,2024-05-28,86.1,119.8,0.427,743.0,24.32,,302,0.314
MIZ/AZL/2024/366,gsi_dated_positive,1,Mizoram,23.59055556,92.71611111,2024-05-28,86.1,119.8,0.427,774.0,33.2,,301,0.042
MIZ/AZL/2024/367,gsi_dated_positive,1,Mizoram,23.59027778,92.71583333,2024-05-28,86.1,119.8,0.427,788.0,34.37,,300,0.042
MIZ/AZL/2024/382,gsi_dated_positive,1,Mizoram,23.57138889,92.70972222,2024-05-28,86.1,119.8,0.427,855.0,34.77,,268,0.085
MIZ/AZL/2024/383,gsi_dated_positive,1,Mizoram,23.57055556,92.70888889,2024-05-28,86.1,119.8,0.427,904.0,33.63,,263,0.093
MIZ/AZL/2024/384,gsi_dated_positive,1,Mizoram,23.57027778,92.70722222,2024-05-28,86.1,119.8,0.427,847.0,27.48,,262,0.173
MIZ/AZL/2024/385,gsi_dated_positive,1,Mizoram,23.55388889,92.70472222,2024-05-28,78.3,116.8,0.428,834.0,2.02,,247,0.084
MIZ/AZL/2024/386,gsi_dated_positive,1,Mizoram,23.55444444,92.70527778,2024-05-28,78.3,116.8,0.428,826.0,6.76,,246,0.084
MIZ/AZL/2024/389,gsi_dated_positive,1,Mizoram,23.55,92.70444444,2024-05-28,78.3,116.8,0.428,847.0,30.57,,250,0.031
MIZ/AZL/2024/390,gsi_dated_positive,1,Mizoram,23.53222222,92.735,2024-05-28,78.3,116.8,0.428,1001.0,22.87,,237,0.188
MIZ/AZL/2024/401,gsi_dated_positive,1,Mizoram,23.53555556,92.72333333,2024-05-28,78.3,116.8,0.428,910.0,22.01,,239,0.556
MIZ/AZL/2024/409,gsi_dated_positive,1,Mizoram,23.54833333,92.71083333,2024-05-28,78.3,116.8,0.428,959.0,23.64,,250,0.542
MIZ/AZL/2024/414,gsi_dated_positive,1,Mizoram,23.54888889,92.70555556,2024-05-28,78.3,116.8,0.428,921.0,27.4,,250,0.105
MIZ/AZL/2024/415,gsi_dated_positive,1,Mizoram,23.545,92.70333333,2024-05-28,78.3,116.8,0.428,858.0,35.3,,246,0.085
MIZ/AZL/2024/416,gsi_dated_positive,1,Mizoram,23.54027778,92.70138889,2024-05-28,78.3,116.8,0.428,883.0,31.8,,240,0.0
MIZ/AZL/2024/420,gsi_dated_positive,1,Mizoram,23.53694444,92.6975,2024-05-28,78.3,116.8,0.428,841.0,33.26,,248,0.031
MIZ/AZL/2024/421,gsi_dated_positive,1,Mizoram,23.53611111,92.69777778,2024-05-28,78.3,116.8,0.428,917.0,35.67,,247,0.068
MIZ/AZL/2024/422,gsi_dated_positive,1,Mizoram,23.53555556,92.69694444,2024-05-28,78.3,116.8,0.428,853.0,45.92,,246,0.062
MIZ/AZL/2024/426,gsi_dated_positive,1,Mizoram,23.53027778,92.69666667,2024-05-28,78.3,116.8,0.428,832.0,28.82,,239,0.084
MIZ/AZL/2024/427,gsi_dated_positive,1,Mizoram,23.52861111,92.6975,2024-05-28,78.3,116.8,0.428,825.0,39.32,,239,0.146
MIZ/AZL/2024/428,gsi_dated_positive,1,Mizoram,23.52777778,92.69861111,2024-05-28,78.3,116.8,0.428,809.0,27.31,,238,0.146
MIZ/AZL/2024/431,gsi_dated_positive,1,Mizoram,23.52277778,92.70277778,2024-05-28,78.3,116.8,0.428,787.0,17.87,,236,0.394
MIZ/AZL/2024/435,gsi_dated_positive,1,Mizoram,23.51444444,92.69805556,2024-05-28,78.3,116.8,0.428,821.0,37.39,,231,0.097
MIZ/AZL/2024/437,gsi_dated_positive,1,Mizoram,23.51055556,92.69972222,2024-05-28,78.3,116.8,0.428,824.0,34.32,,231,0.275
MIZ/AZL/2024/438,gsi_dated_positive,1,Mizoram,23.50861111,92.69805556,2024-05-28,78.3,116.8,0.428,834.0,30.51,,232,0.251
MIZ/AZL/2024/439,gsi_dated_positive,1,Mizoram,23.50694444,92.69638889,2024-05-28,78.3,116.8,0.428,822.0,39.34,,232,0.109
MIZ/AZL/2024/441,gsi_dated_positive,1,Mizoram,23.50527778,92.6975,2024-05-28,78.3,116.8,0.428,848.0,33.36,,233,0.109
MIZ/AZL/2024/444,gsi_dated_positive,1,Mizoram,23.55027778,92.70444444,2024-05-28,78.3,116.8,0.428,834.0,32.15,,250,0.031
MIZ/AZL/2024/454,gsi_dated_positive,1,Mizoram,23.54305556,92.70055556,2024-05-28,78.3,116.8,0.428,824.0,38.26,,245,0.117
MIZ/AZL/2024/459,gsi_dated_positive,1,Mizoram,23.53972222,92.69944444,2024-05-28,78.3,116.8,0.428,783.0,35.23,,240,0.123
MIZ/AZL/2024/460,gsi_dated_positive,1,Mizoram,23.53777778,92.69833333,2024-05-28,78.3,116.8,0.428,826.0,30.3,,249,0.117
MIZ/AZL/2024/465,gsi_dated_positive,1,Mizoram,23.54277778,92.67638889,2024-05-28,109.6,156.8,0.428,665.0,16.94,,236,0.042
MIZ/AZL/2024/469,gsi_dated_positive,1,Mizoram,23.54277778,92.67472222,2024-05-28,109.6,156.8,0.428,628.0,36.08,,233,0.17
MIZ/AZL/2024/471,gsi_dated_positive,1,Mizoram,23.54333333,92.66472222,2024-05-28,109.6,156.8,0.428,672.0,28.27,,235,0.173
MIZ/AZL/2024/474,gsi_dated_positive,1,Mizoram,23.53944444,92.66527778,2024-05-28,109.6,156.8,0.428,599.0,20.94,,241,0.09
MIZ/AZL/2024/476,gsi_dated_positive,1,Mizoram,23.53888889,92.6625,2024-05-28,109.6,156.8,0.428,626.0,19.67,,240,0.093
MIZ/AZL/2024/483,gsi_dated_positive,1,Mizoram,23.53944444,92.65888889,2024-05-28,109.6,156.8,0.428,552.0,15.2,,232,0.062
MIZ/AZL/2024/484,gsi_dated_positive,1,Mizoram,23.53611111,92.65527778,2024-05-28,109.6,156.8,0.428,494.0,25.5,,235,0.403
MIZ/AZL/2024/489,gsi_dated_positive,1,Mizoram,23.45083333,92.6825,2024-05-28,86.2,122.7,0.428,905.0,18.89,,161,0.062
MIZ/AZL/2024/498,gsi_dated_positive,1,Mizoram,23.44805556,92.68333333,2024-05-28,86.2,122.7,0.428,874.0,17.69,,153,0.261
MIZ/AZL/2024/500,gsi_dated_positive,1,Mizoram,23.44333333,92.68527778,2024-05-28,86.2,122.7,0.428,836.0,24.91,,143,0.291
MIZ/AZL/2024/503,gsi_dated_positive,1,Mizoram,23.42722222,92.71277778,2024-05-28,86.2,122.7,0.428,942.0,34.44,,145,0.085
MIZ/AZL/2024/505,gsi_dated_positive,1,Mizoram,23.41694444,92.71805556,2024-05-28,86.2,122.7,0.428,1098.0,16.58,,142,0.235
MIZ/AZL/2024/511,gsi_dated_positive,1,Mizoram,23.41,92.74944444,2024-05-28,86.2,122.7,0.428,1228.0,31.92,,137,0.156
MIZ/AZL/2024/526,gsi_dated_positive,1,Mizoram,23.37972222,92.75166667,2024-05-28,95.7,129.7,0.428,1271.0,29.81,,131,0.579
MIZ/AZL/2024/534,gsi_dated_positive,1,Mizoram,23.35694444,92.77027778,2024-05-28,107.3,136.3,0.429,1028.0,25.54,,151,0.062
MIZ/AZL/2024/535,gsi_dated_positive,1,Mizoram,23.35638889,92.77027778,2024-05-28,107.3,136.3,0.429,1017.0,26.12,,150,0.062
MIZ/AZL/2024/539,gsi_dated_positive,1,Mizoram,23.39166667,92.75527778,2024-05-28,95.7,129.7,0.428,1310.0,33.02,,137,0.09
MIZ/AZL/2024/548,gsi_dated_positive,1,Mizoram,23.43194444,92.76083333,2024-05-28,86.2,122.7,0.428,1464.0,26.51,,152,0.097
MIZ/AZL/2024/552,gsi_dated_positive,1,Mizoram,23.44138889,92.77888889,2024-05-28,88.3,117.2,0.428,1332.0,22.97,,176,1.211
MIZ/AZL/2024/559,gsi_dated_positive,1,Mizoram,23.48555556,92.70305556,2024-05-28,86.2,122.7,0.428,980.0,8.73,,228,0.026
MIZ/AZL/2024/561,gsi_dated_positive,1,Mizoram,23.49083333,92.70555556,2024-05-28,86.2,122.7,0.428,1014.0,57.32,,228,0.041
MIZ/AZL/2024/567,gsi_dated_positive,1,Mizoram,23.49861111,92.70388889,2024-05-28,78.3,116.8,0.428,953.0,38.85,,240,0.072
MIZ/AZL/2024/571,gsi_dated_positive,1,Mizoram,23.68277778,92.8575,2024-05-28,76.9,103.3,0.426,946.0,34.87,,162,0.031
MIZ/AZL/2024/572,gsi_dated_positive,1,Mizoram,23.68305556,92.8575,2024-05-28,76.9,103.3,0.426,960.0,26.62,,161,0.031
MIZ/AZL/2024/576,gsi_dated_positive,1,Mizoram,23.68638889,92.85833333,2024-05-28,76.9,103.3,0.426,927.0,22.95,,150,0.191
MIZ/AZL/2024/578,gsi_dated_positive,1,Mizoram,23.69472222,92.85972222,2024-05-28,82.5,112.2,0.427,937.0,23.34,,135,0.057
MIZ/AZL/2024/579,gsi_dated_positive,1,Mizoram,23.71416667,92.85805556,2024-05-28,82.5,112.2,0.427,879.0,28.22,,137,0.057
MIZ/AZL/2024/582,gsi_dated_positive,1,Mizoram,23.72722222,92.85472222,2024-05-28,82.5,112.2,0.427,805.0,34.7,,148,0.204
MIZ/AZL/2024/583,gsi_dated_positive,1,Mizoram,23.72972222,92.85305556,2024-05-28,82.5,112.2,0.427,767.0,34.23,,153,0.068
MIZ/AZL/2024/586,gsi_dated_positive,1,Mizoram,23.73111111,92.84638889,2024-05-28,82.5,112.2,0.427,698.0,25.89,,172,0.258
MIZ/AZL/2024/587,gsi_dated_positive,1,Mizoram,23.73361111,92.84305556,2024-05-28,82.5,112.2,0.427,676.0,37.46,,175,0.439
MIZ/AZL/2024/599,gsi_dated_positive,1,Mizoram,23.73833333,92.81333333,2024-05-28,68.0,108.3,0.426,391.0,31.84,,237,0.124
MIZ/AZL/2024/601,gsi_dated_positive,1,Mizoram,23.73472222,92.81333333,2024-05-28,68.0,108.3,0.426,428.0,32.41,,236,0.137
MIZ/AZL/2024/605,gsi_dated_positive,1,Mizoram,23.73,92.75833333,2024-05-28,68.0,108.3,0.426,910.0,35.21,,355,0.028
MIZ/AZL/2024/608,gsi_dated_positive,1,Mizoram,23.73055556,92.75861111,2024-05-28,68.0,108.3,0.426,893.0,33.74,,356,0.057
MIZ/AZL/2024/621,gsi_dated_positive,1,Mizoram,23.72222222,92.79861111,2024-05-28,68.0,108.3,0.426,215.0,25.63,,330,0.126
MIZ/AZL/2024/638,gsi_dated_positive,1,Mizoram,23.73583333,92.85194444,2024-05-28,82.5,112.2,0.427,711.0,23.48,,158,0.272
MIZ/AZL/2024/645,gsi_dated_positive,1,Mizoram,23.77777778,92.8479,2024-05-28,66.6,88.5,0.427,678.0,39.45,,149,0.054
MIZ/AZL/2024/647,gsi_dated_positive,1,Mizoram,23.7775,92.84833333,2024-05-28,66.6,88.5,0.427,686.0,37.02,,149,0.054
MIZ/AZL/2024/648,gsi_dated_positive,1,Mizoram,23.77833333,92.84666667,2024-05-28,66.6,88.5,0.427,665.0,34.07,,150,0.14
MIZ/AZL/2024/652,gsi_dated_positive,1,Mizoram,23.77361111,92.84944444,2024-05-28,66.6,88.5,0.427,737.0,26.1,,153,0.153
MIZ/AZL/2024/657,gsi_dated_positive,1,Mizoram,23.82638889,92.8325,2024-05-28,66.6,88.5,0.427,395.0,40.74,,105,0.124
MIZ/AZL/2024/661,gsi_dated_positive,1,Mizoram,23.84777778,92.83694444,2024-05-28,78.3,106.3,0.428,376.0,22.27,,96,0.609
MIZ/AZL/2024/754,gsi_dated_positive,1,Mizoram,23.10172778,93.20231944,2024-05-28,46.5,61.1,0.425,1177.0,19.15,,36,0.096
MIZ/AZL/2024/760,gsi_dated_positive,1,Mizoram,23.09561111,93.20786389,2024-05-28,46.5,61.1,0.425,1002.0,25.81,,37,0.38
MIZ/AZL/2024/768,gsi_dated_positive,1,Mizoram,23.110975,93.21260278,2024-05-28,46.5,61.1,0.425,1017.0,33.22,,44,0.318
MIZ/AZL/84A15/2025/016,gsi_dated_positive,1,Mizoram,23.410771,92.753123,2024-05-28,86.2,122.7,0.428,1127.0,34.96,,144,0.104
MZ/AZL/84A09/2024/111,gsi_dated_positive,1,Mizoram,23.77305556,92.74361111,2024-05-28,58.6,98.0,0.426,1002.0,20.42,,303,0.388
MZ/AZL/84A10/2024/001,gsi_dated_positive,1,Mizoram,23.73888889,92.69638889,2024-05-28,68.8,125.9,0.427,1044.0,26.73,,313,0.071
MZ/AZL/84A10/2024/002,gsi_dated_positive,1,Mizoram,23.73947222,92.69666667,2024-05-28,68.8,125.9,0.427,1033.0,25.71,,314,0.071
MZ/AZL/84A10/2024/0028,gsi_dated_positive,1,Mizoram,23.71740833,92.70644167,2024-05-28,68.8,125.9,0.427,896.0,25.68,,347,0.025
MZ/AZL/84A10/2024/003,gsi_dated_positive,1,Mizoram,23.74027778,92.69722222,2024-05-28,68.8,125.9,0.427,1039.0,18.47,,315,0.106
MZ/AZL/84A10/2024/004,gsi_dated_positive,1,Mizoram,23.74066667,92.69336111,2024-05-28,68.8,125.9,0.427,927.0,12.93,,309,0.134
MZ/AZL/84A10/2024/005,gsi_dated_positive,1,Mizoram,23.7385748,92.6941941,2024-05-28,68.8,125.9,0.427,986.0,32.78,,311,0.122
MZ/AZL/84A10/2024/006,gsi_dated_positive,1,Mizoram,23.74472222,92.69277778,2024-05-28,68.8,125.9,0.427,974.0,24.51,,294,0.191
MZ/AZL/84A10/2024/007,gsi_dated_positive,1,Mizoram,23.74116667,92.69455556,2024-05-28,68.8,125.9,0.427,948.0,26.35,,309,0.134
MZ/AZL/84A10/2024/008,gsi_dated_positive,1,Mizoram,23.7375,92.69444444,2024-05-28,68.8,125.9,0.427,979.0,29.81,,311,0.081
MZ/AZL/84A10/2024/009,gsi_dated_positive,1,Mizoram,23.73386111,92.69491667,2024-05-28,68.8,125.9,0.427,899.0,25.66,,312,0.096
MZ/AZL/84A10/2024/010,gsi_dated_positive,1,Mizoram,23.72669444,92.69519444,2024-05-28,68.8,125.9,0.427,897.0,32.33,,320,0.7
MZ/AZL/84A10/2024/011,gsi_dated_positive,1,Mizoram,23.73361111,92.69388889,2024-05-28,68.8,125.9,0.427,900.0,23.64,,311,0.108
MZ/AZL/84A10/2024/012,gsi_dated_positive,1,Mizoram,23.73472222,92.695,2024-05-28,68.8,125.9,0.427,917.0,23.2,,312,0.033
MZ/AZL/84A10/2024/014,gsi_dated_positive,1,Mizoram,23.73305556,92.69944444,2024-05-28,68.8,125.9,0.427,894.0,32.83,,319,0.188
MZ/AZL/84A10/2024/015,gsi_dated_positive,1,Mizoram,23.74972222,92.69833333,2024-05-28,68.8,125.9,0.427,630.0,21.7,,289,0.315
MZ/AZL/84A10/2024/016,gsi_dated_positive,1,Mizoram,23.73111111,92.70222222,2024-05-28,68.8,125.9,0.427,862.0,20.34,,331,0.17
MZ/AZL/84A10/2024/017,gsi_dated_positive,1,Mizoram,23.73111111,92.70388889,2024-05-28,68.8,125.9,0.427,873.0,20.42,,334,0.17
MZ/AZL/84A10/2024/018,gsi_dated_positive,1,Mizoram,23.73333333,92.70527778,2024-05-28,68.8,125.9,0.427,949.0,11.16,,332,0.285
MZ/AZL/84A10/2024/020,gsi_dated_positive,1,Mizoram,23.73583333,92.69777778,2024-05-28,68.8,125.9,0.427,993.0,16.17,,317,0.187
MZ/AZL/84A10/2024/021,gsi_dated_positive,1,Mizoram,23.73132778,92.70821944,2024-05-28,68.8,125.9,0.427,885.0,13.99,,333,0.184
MZ/AZL/84A10/2024/022,gsi_dated_positive,1,Mizoram,23.72428333,92.70737778,2024-05-28,68.8,125.9,0.427,978.0,26.91,,341,0.184
MZ/AZL/84A10/2024/023,gsi_dated_positive,1,Mizoram,23.72276944,92.70665,2024-05-28,68.8,125.9,0.427,961.0,39.07,,342,0.184
MZ/AZL/84A10/2024/024,gsi_dated_positive,1,Mizoram,23.71446389,92.71146389,2024-05-28,68.8,125.9,0.427,988.0,27.37,,349,0.217
MZ/AZL/84A10/2024/025,gsi_dated_positive,1,Mizoram,23.71581111,92.70935,2024-05-28,68.8,125.9,0.427,902.0,23.59,,348,0.059
MZ/AZL/84A10/2024/026,gsi_dated_positive,1,Mizoram,23.71595,92.70879444,2024-05-28,,,,895.0,31.58,,348,0.059
MZ/AZL/84A10/2024/027,gsi_dated_positive,1,Mizoram,23.7175,92.70666667,2024-05-28,68.8,125.9,0.427,900.0,23.18,,347,0.025
MZ/AZL/84A10/2024/029,gsi_dated_positive,1,Mizoram,23.71735556,92.70753333,2024-05-28,68.8,125.9,0.427,900.0,21.69,,347,0.029
MZ/AZL/84A10/2024/030,gsi_dated_positive,1,Mizoram,23.71721667,92.70777778,2024-05-28,68.8,125.9,0.427,906.0,25.54,,347,0.029
MZ/AZL/84A10/2024/031,gsi_dated_positive,1,Mizoram,23.71697222,92.70817222,2024-05-28,68.8,125.9,0.427,909.0,27.07,,348,0.048
MZ/AZL/84A10/2024/032,gsi_dated_positive,1,Mizoram,23.71305556,92.70895833,2024-05-28,68.8,125.9,0.427,981.0,20.94,,349,0.299
MZ/AZL/84A10/2024/033,gsi_dated_positive,1,Mizoram,23.71523056,92.71529167,2024-05-28,68.0,108.3,0.426,1012.0,16.41,,351,0.224
MZ/AZL/84A10/2024/034,gsi_dated_positive,1,Mizoram,23.74,92.715,2024-05-28,68.0,108.3,0.426,1065.0,42.64,,329,0.068
MZ/AZL/84A10/2024/035,gsi_dated_positive,1,Mizoram,23.73944444,92.71472222,2024-05-28,68.0,108.3,0.426,1073.0,53.92,,330,0.062
MZ/AZL/84A10/2024/036,gsi_dated_positive,1,Mizoram,23.71138889,92.72444444,2024-05-28,68.0,108.3,0.426,924.0,27.52,,358,0.237
MZ/AZL/84A10/2024/037,gsi_dated_positive,1,Mizoram,23.71638889,92.72111111,2024-05-28,68.0,108.3,0.426,983.0,29.58,,356,0.062
MZ/AZL/84A10/2024/038,gsi_dated_positive,1,Mizoram,23.71444444,92.72861111,2024-05-28,68.0,108.3,0.426,855.0,15.59,,358,0.029
MZ/AZL/84A10/2024/041,gsi_dated_positive,1,Mizoram,23.71571389,92.72659722,2024-05-28,68.0,108.3,0.426,865.0,24.51,,358,0.128
MZ/AZL/84A10/2024/042,gsi_dated_positive,1,Mizoram,23.7104,92.72237778,2024-05-28,68.0,108.3,0.426,963.0,34.46,,360,0.077
MZ/AZL/84A10/2024/043,gsi_dated_positive,1,Mizoram,23.71865833,92.72335278,2024-05-28,68.0,108.3,0.426,949.0,24.93,,355,0.039
MZ/AZL/84A10/2024/045,gsi_dated_positive,1,Mizoram,23.71,92.71611111,2024-05-28,68.0,108.3,0.426,949.0,16.62,,355,0.217
MZ/AZL/84A10/2024/047,gsi_dated_positive,1,Mizoram,23.70666667,92.71444444,2024-05-28,68.0,108.3,0.426,1029.0,49.74,,357,0.025
MZ/AZL/84A10/2024/048,gsi_dated_positive,1,Mizoram,23.70527778,92.71138889,2024-05-28,68.8,125.9,0.427,1070.0,36.04,,358,0.15
MZ/AZL/84A10/2024/049,gsi_dated_positive,1,Mizoram,23.70416667,92.71222222,2024-05-28,68.8,125.9,0.427,1040.0,35.23,,359,0.15
MZ/AZL/84A10/2024/050,gsi_dated_positive,1,Mizoram,23.70027778,92.71611111,2024-05-28,68.0,108.3,0.426,1031.0,22.35,,358,0.034
MZ/AZL/84A10/2024/051,gsi_dated_positive,1,Mizoram,23.69972222,92.71694444,2024-05-28,68.0,108.3,0.426,1002.0,37.35,,359,0.057
MZ/AZL/84A10/2024/052,gsi_dated_positive,1,Mizoram,23.68027778,92.72472222,2024-05-28,78.0,120.5,0.426,905.0,32.48,,376,0.154
MZ/AZL/84A10/2024/053,gsi_dated_positive,1,Mizoram,23.67805556,92.72,2024-05-28,78.0,120.5,0.426,1020.0,52.96,,368,0.218
MZ/AZL/84A10/2024/054,gsi_dated_positive,1,Mizoram,23.64333333,92.73444444,2024-05-28,78.0,120.5,0.426,724.0,12.12,,308,0.662
MZ/AZL/84A10/2024/056,gsi_dated_positive,1,Mizoram,23.64638889,92.72527778,2024-05-28,78.0,120.5,0.426,836.0,20.42,,323,0.091
MZ/AZL/84A10/2024/057,gsi_dated_positive,1,Mizoram,23.63111111,92.72388889,2024-05-28,78.0,120.5,0.426,867.0,23.34,,305,0.105
MZ/AZL/84A10/2024/058,gsi_dated_positive,1,Mizoram,23.63055556,92.72305556,2024-05-28,78.0,120.5,0.426,860.0,26.01,,307,0.105
MZ/AZL/84A10/2024/059,gsi_dated_positive,1,Mizoram,23.62833333,92.72333333,2024-05-28,86.1,119.8,0.427,797.0,20.78,,304,0.249
MZ/AZL/84A10/2024/060,gsi_dated_positive,1,Mizoram,23.62277778,92.72444444,2024-05-28,86.1,119.8,0.427,816.0,7.08,,299,0.169
MZ/AZL/84A10/2024/061,gsi_dated_positive,1,Mizoram,23.62194444,92.72305556,2024-05-28,86.1,119.8,0.427,814.0,32.25,,301,0.136
MZ/AZL/84A10/2024/062,gsi_dated_positive,1,Mizoram,23.62083333,92.7225,2024-05-28,86.1,119.8,0.427,822.0,18.63,,307,0.136
MZ/AZL/84A10/2024/063,gsi_dated_positive,1,Mizoram,23.61916667,92.7225,2024-05-28,86.1,119.8,0.427,830.0,35.12,,309,0.185
MZ/AZL/84A10/2024/065,gsi_dated_positive,1,Mizoram,23.61972222,92.72527778,2024-05-28,86.1,119.8,0.427,818.0,25.03,,307,0.068
MZ/AZL/84A10/2024/066,gsi_dated_positive,1,Mizoram,23.62027778,92.72555556,2024-05-28,86.1,119.8,0.427,790.0,21.81,,304,0.057
MZ/AZL/84A10/2024/067,gsi_dated_positive,1,Mizoram,23.62027778,92.72611111,2024-05-28,86.1,119.8,0.427,771.0,34.22,,302,0.057
