record_id,source,State,Latitude,Longitude,date,year,month,nearest_inventory_distance_km,landslide_event
NEG_000608,pseudo_negative,Assam,26.619895,91.420495,2022-07-20,2022,7,49.7594,0
NEG_000609,pseudo_negative,Assam,26.607703,91.553743,2007-07-09,2007,7,38.933,0
NEG_000610,pseudo_negative,Assam,26.699709,92.229882,2012-08-03,2012,8,23.6542,0
NEG_000611,pseudo_negative,Assam,26.475118,92.681953,2024-08-26,2024,8,34.5553,0
NEG_000612,pseudo_negative,Assam,26.602588,92.941023,2020-10-14,2020,10,11.7088,0
NEG_000613,pseudo_negative,Assam,26.648095,93.447172,2010-05-12,2010,5,5.984,0
NEG_000614,pseudo_negative,Assam,26.447967,93.73568,2008-11-12,2008,11,11.0926,0
NEG_000615,pseudo_negative,Assam,26.572857,94.182116,2025-06-04,2025,6,15.9871,0
NEG_000616,pseudo_negative,Assam,27.024826,91.246131,2023-09-24,2023,9,82.9878,0
NEG_000617,pseudo_negative,Assam,26.781729,91.771201,2024-06-29,2024,6,36.7327,0
NEG_000618,pseudo_negative,Assam,26.76108,92.334548,2025-07-28,2025,7,25.4279,0
NEG_000619,pseudo_negative,Assam,26.933963,92.458149,2021-07-26,2021,7,18.3296,0
NEG_000620,pseudo_negative,Assam,26.755195,93.088615,2021-09-29,2021,9,19.826,0
NEG_000621,pseudo_negative,Assam,26.839107,93.247299,2018-11-29,2018,11,12.1009,0
NEG_000622,pseudo_negative,Assam,26.927121,93.92821,2024-07-15,2024,7,22.2723,0
NEG_000623,pseudo_negative,Assam,26.784705,94.122943,2020-09-07,2020,9,29.7793,0
NEG_000624,pseudo_negative,Assam,24.379768,91.179007,2025-05-18,2025,5,49.3452,0
NEG_000625,pseudo_negative,Assam,24.38576,91.75177,2022-08-12,2022,8,23.9607,0
NEG_000626,pseudo_negative,Assam,24.644061,92.0036,2026-11-28,2026,11,24.0554,0
NEG_000627,pseudo_negative,Assam,24.615397,92.637931,2016-08-20,2016,8,6.9174,0
NEG_000628,pseudo_negative,Assam,24.567602,92.802994,2005-08-30,2005,8,5.6117,0
NEG_000629,pseudo_negative,Assam,24.598974,93.38612,2012-07-01,2012,7,1.4169,0
NEG_000630,pseudo_negative,Assam,24.504386,93.840223,2016-05-11,2016,5,2.7347,0
NEG_000631,pseudo_negative,Assam,24.511406,94.242296,2006-05-31,2006,5,4.8762,0
NEG_000632,pseudo_negative,Assam,24.784579,91.20783,2017-07-17,2017,7,50.5251,0
NEG_000633,pseudo_negative,Assam,24.89634,91.917472,2012-08-09,2012,8,35.5773,0
NEG_000634,pseudo_negative,Assam,24.682973,92.051335,2010-04-14,2010,4,24.6243,0
NEG_000635,pseudo_negative,Assam,24.887349,92.658082,2007-07-24,2007,7,8.0808,0
NEG_000636,pseudo_negative,Assam,24.882616,92.965652,2015-05-02,2015,5,8.7256,0
NEG_000637,pseudo_negative,Assam,24.900221,93.651061,2013-07-01,2013,7,1.618,0
NEG_000638,pseudo_negative,Assam,24.862359,94.347127,2010-10-22,2010,10,1.926,0
NEG_000639,pseudo_negative,Assam,25.061373,91.478747,2013-09-01,2013,9,11.0647,0
NEG_000640,pseudo_negative,Assam,25.045665,91.593781,2012-07-01,2012,7,14.2674,0
NEG_000641,pseudo_negative,Assam,25.134508,92.010028,2009-06-14,2009,6,5.8828,0
NEG_000642,pseudo_negative,Assam,25.283937,92.750136,2022-05-21,2022,5,4.9776,0
NEG_000643,pseudo_negative,Assam,25.121069,93.187304,2015-06-03,2015,6,3.9728,0
NEG_000644,pseudo_negative,Assam,25.344234,93.631825,2014-08-13,2014,8,5.1226,0
NEG_000645,pseudo_negative,Assam,25.176714,93.975836,2015-05-01,2015,5,4.787,0
NEG_000646,pseudo_negative,Assam,25.231014,94.181135,2022-06-20,2022,6,5.7665,0
NEG_000647,pseudo_negative,Assam,25.669833,91.432929,2016-09-15,2016,9,11.3092,0
NEG_000648,pseudo_negative,Assam,25.457568,91.722178,2011-10-07,2011,10,2.2265,0
NEG_000649,pseudo_negative,Assam,25.647907,92.325483,2012-11-27,2012,11,9.3983,0
NEG_000650,pseudo_negative,Assam,25.442807,92.766717,2024-07-18,2024,7,3.1963,0
NEG_000651,pseudo_negative,Assam,25.557314,92.942742,2006-05-09,2006,5,13.3304,0
NEG_000652,pseudo_negative,Assam,25.392489,93.437235,2023-08-28,2023,8,2.7,0
NEG_000653,pseudo_negative,Assam,25.543727,93.836625,2010-05-15,2010,5,2.8787,0
NEG_000654,pseudo_negative,Assam,25.647862,94.166493,2020-08-23,2020,8,1.0733,0
NEG_000655,pseudo_negative,Assam,25.907175,91.451641,2010-11-09,2010,11,5.1747,0
NEG_000656,pseudo_negative,Assam,25.938113,92.301569,2006-07-31,2006,7,1.0181,0
NEG_000657,pseudo_negative,Assam,25.989613,92.686479,2006-11-14,2006,11,5.4635,0
NEG_000658,pseudo_negative,Assam,25.844947,93.038243,2016-05-04,2016,5,7.6958,0
NEG_000659,pseudo_negative,Assam,25.998849,93.394378,2025-05-13,2025,5,6.4789,0
NEG_000660,pseudo_negative,Assam,25.878462,93.998272,2013-05-28,2013,5,2.2135,0
NEG_000661,pseudo_negative,Assam,25.907159,94.281717,2011-07-20,2011,7,1.8297,0
NEG_000662,pseudo_negative,Assam,26.191264,91.284071,2011-07-19,2011,7,13.905,0
NEG_000663,pseudo_negative,Assam,26.216612,91.860836,2020-06-23,2020,6,1.3173,0
NEG_000664,pseudo_negative,Assam,26.329876,92.304701,2011-07-05,2011,7,27.0133,0
NEG_000665,pseudo_negative,Assam,26.15218,92.684162,2012-08-08,2012,8,8.1779,0
NEG_000666,pseudo_negative,Assam,26.14177,93.014965,2008-06-29,2008,6,21.5531,0
NEG_000667,pseudo_negative,Assam,26.355796,93.647371,2015-05-28,2015,5,8.8505,0
NEG_000668,pseudo_negative,Assam,26.336456,93.666742,2025-10-13,2025,10,6.9537,0
NEG_000669,pseudo_negative,Assam,26.291312,94.309771,2005-09-12,2005,9,5.2356,0
NEG_000670,pseudo_negative,Assam,26.643349,91.282582,2016-05-28,2016,5,50.8794,0
NEG_000671,pseudo_negative,Assam,26.457411,91.785832,2022-05-31,2022,5,10.9686,0
NEG_000672,pseudo_negative,Assam,26.484751,91.998674,2005-05-27,2005,5,19.5556,0
NEG_000673,pseudo_negative,Assam,26.572176,92.79202,2013-07-01,2013,7,25.6123,0
NEG_000674,pseudo_negative,Assam,26.575318,93.141936,2010-06-11,2010,6,2.8816,0
NEG_000675,pseudo_negative,Assam,26.456565,93.5419,2023-05-25,2023,5,9.8852,0
NEG_000676,pseudo_negative,Assam,26.534338,94.035591,2024-06-01,2024,6,27.0903,0
NEG_000677,pseudo_negative,Assam,26.590062,94.224648,2017-07-09,2017,7,11.5226,0
NEG_000678,pseudo_negative,Assam,26.806112,91.308816,2010-07-22,2010,7,71.7748,0
NEG_000679,pseudo_negative,Assam,26.775621,91.872223,2016-08-06,2016,8,27.7776,0
NEG_000680,pseudo_negative,Assam,26.867857,92.274324,2008-05-07,2008,5,15.237,0
NEG_000681,pseudo_negative,Assam,26.914917,92.381528,2025-08-07,2025,8,25.7825,0
NEG_000682,pseudo_negative,Assam,27.032293,92.830549,2017-09-27,2017,9,10.5541,0
NEG_000683,pseudo_negative,Assam,27.043433,93.523737,2016-07-21,2016,7,1.8181,0
NEG_000684,pseudo_negative,Assam,26.968633,94.04682,2018-06-04,2018,6,26.678,0
NEG_000685,pseudo_negative,Assam,26.768498,94.486348,2016-08-14,2016,8,10.6581,0
NEG_000686,pseudo_negative,Assam,24.619546,91.506523,2011-09-05,2011,9,56.4477,0
NEG_000687,pseudo_negative,Assam,24.635514,91.531324,2009-06-23,2009,6,56.9252,0
NEG_000688,pseudo_negative,Assam,24.553152,92.159175,2007-05-09,2007,5,7.1396,0
NEG_000689,pseudo_negative,Assam,24.369806,92.41169,2007-06-20,2007,6,11.3959,0
NEG_000690,pseudo_negative,Assam,24.404184,93.092416,2010-07-22,2010,7,2.6042,0
NEG_000691,pseudo_negative,Assam,24.651907,93.389605,2016-05-26,2016,5,5.5455,0
NEG_000692,pseudo_negative,Assam,24.584616,94.076532,2022-07-27,2022,7,3.7205,0
NEG_000693,pseudo_negative,Assam,24.545624,94.232873,2016-09-21,2016,9,6.3133,0
NEG_000694,pseudo_negative,Assam,25.018589,91.292891,2018-08-02,2018,8,21.1321,0
NEG_000695,pseudo_negative,Assam,24.715385,91.615266,2019-08-11,2019,8,50.1173,0
NEG_000696,pseudo_negative,Assam,24.737726,92.009925,2005-10-02,2005,10,31.9876,0
NEG_000697,pseudo_negative,Assam,24.913502,92.384532,2014-07-01,2014,7,10.6546,0
NEG_000698,pseudo_negative,Assam,24.771773,93.051639,2010-11-14,2010,11,2.7543,0
NEG_000699,pseudo_negative,Assam,24.773592,93.515474,2018-11-02,2018,11,4.8048,0
NEG_000700,pseudo_negative,Assam,25.012564,93.969672,2006-05-15,2006,5,4.9463,0
NEG_000701,pseudo_negative,Assam,24.954544,94.397023,2007-07-07,2007,7,3.1883,0
NEG_000702,pseudo_negative,Assam,25.178802,91.435994,2021-08-22,2021,8,2.1703,0
NEG_000703,pseudo_negative,Assam,25.243301,91.626281,2016-05-12,2016,5,2.6513,0
NEG_000704,pseudo_negative,Assam,25.290586,92.124444,2016-05-14,2016,5,1.3377,0
NEG_000705,pseudo_negative,Assam,25.091424,92.619306,2024-05-08,2024,5,11.4443,0
NEG_000706,pseudo_negative,Assam,25.283885,92.957255,2018-07-12,2018,7,6.0892,0
NEG_000707,pseudo_negative,Assam,25.300278,93.361933,2016-11-23,2016,11,4.1772,0
NEG_000708,pseudo_negative,Assam,25.247109,93.837948,2009-07-24,2009,7,1.4751,0
NEG_000709,pseudo_negative,Assam,25.162121,94.306576,2009-05-10,2009,5,1.2665,0
NEG_000710,pseudo_negative,Assam,25.507129,91.134937,2023-07-13,2023,7,2.1238,0
NEG_000711,pseudo_negative,Assam,25.68503,91.525902,2021-07-20,2021,7,7.3153,0
NEG_000712,pseudo_negative,Assam,25.37105,92.045833,2025-05-04,2025,5,3.5375,0
NEG_000713,pseudo_negative,Assam,25.458751,92.539381,2012-01-17,2012,1,4.019,0
NEG_000714,pseudo_negative,Assam,25.419885,92.836026,2011-06-17,2011,6,1.4993,0
NEG_000715,pseudo_negative,Assam,25.553184,93.319504,2014-11-01,2014,11,12.0119,0
NEG_000716,pseudo_negative,Assam,25.401414,93.707327,2009-11-05,2009,11,6.751,0
NEG_000717,pseudo_negative,Assam,26.0492,91.11976,2013-05-31,2013,5,17.2477,0
NEG_000718,pseudo_negative,Assam,25.923798,91.690393,2007-11-12,2007,11,2.698,0
NEG_000719,pseudo_negative,Assam,25.760388,92.366158,2015-08-12,2015,8,12.1703,0
NEG_000720,pseudo_negative,Assam,26.042719,92.392097,2013-07-29,2013,7,4.059,0
NEG_000721,pseudo_negative,Assam,25.951845,92.859859,2016-08-17,2016,8,5.7684,0
NEG_000722,pseudo_negative,Assam,25.866267,93.290862,2023-10-08,2023,10,14.1119,0
NEG_000723,pseudo_negative,Assam,25.720812,93.956725,2022-01-31,2022,1,1.2487,0
NEG_000724,pseudo_negative,Assam,26.074475,91.334598,2010-08-22,2010,8,14.8776,0
NEG_000725,pseudo_negative,Assam,26.179725,91.809177,2016-05-19,2016,5,1.1882,0
NEG_000726,pseudo_negative,Assam,26.247991,92.316809,2025-07-21,2025,7,18.853,0
NEG_000727,pseudo_negative,Assam,26.164689,92.404218,2025-03-08,2025,3,6.1708,0
NEG_000728,pseudo_negative,Assam,26.394037,92.891269,2007-05-26,2007,5,21.6079,0
NEG_000729,pseudo_negative,Assam,26.15159,93.403687,2007-09-10,2007,9,10.3039,0
NEG_000730,pseudo_negative,Assam,26.384059,94.028044,2025-09-05,2025,9,12.4122,0
NEG_000731,pseudo_negative,Assam,26.104808,94.472882,2022-06-16,2022,6,2.3776,0
NEG_000732,pseudo_negative,Assam,26.452801,91.086923,2012-11-08,2012,11,28.4215,0
NEG_000733,pseudo_negative,Assam,26.673595,91.925953,2025-08-04,2025,8,30.9298,0
NEG_000734,pseudo_negative,Assam,26.487331,92.171557,2012-05-10,2012,5,32.7316,0
NEG_000735,pseudo_negative,Assam,26.596547,92.445969,2010-08-15,2010,8,45.5821,0
NEG_000736,pseudo_negative,Assam,26.442854,93.194707,2025-09-16,2025,9,4.6887,0
NEG_000737,pseudo_negative,Assam,26.624156,93.528696,2009-10-23,2009,10,3.8169,0
NEG_000738,pseudo_negative,Assam,26.610258,93.772186,2021-08-04,2021,8,11.5658,0
NEG_000739,pseudo_negative,Assam,26.421532,94.184881,2015-07-02,2015,7,13.7658,0
NEG_000740,pseudo_negative,Assam,26.798806,91.343432,2018-09-24,2018,9,68.6941,0
NEG_000741,pseudo_negative,Assam,26.850261,91.745616,2024-07-18,2024,7,37.4736,0
NEG_000742,pseudo_negative,Assam,26.969435,92.028923,2023-05-31,2023,5,12.6222,0
NEG_000743,pseudo_negative,Assam,27.029478,92.621994,2015-08-08,2015,8,1.3036,0
NEG_000744,pseudo_negative,Assam,26.772646,93.127783,2019-05-19,2019,5,21.9073,0
NEG_000745,pseudo_negative,Assam,26.77093,93.546195,2010-11-09,2010,11,19.6563,0
NEG_000746,pseudo_negative,Assam,27.006322,93.952152,2016-08-09,2016,8,16.6903,0
NEG_000747,pseudo_negative,Assam,27.070492,94.120718,2017-05-11,2017,5,29.4904,0
NEG_000748,pseudo_negative,Assam,24.465093,91.399965,2018-07-15,2018,7,49.542,0
NEG_000749,pseudo_negative,Assam,24.437816,91.570925,2013-10-09,2013,10,35.732,0
NEG_000750,pseudo_negative,Assam,24.537227,92.100871,2015-05-25,2015,5,8.7879,0
NEG_000751,pseudo_negative,Assam,24.417033,92.466017,2008-08-31,2008,8,4.2847,0
NEG_000752,pseudo_negative,Assam,24.542527,92.798067,2011-08-06,2011,8,3.6373,0
NEG_000753,pseudo_negative,Assam,24.460427,93.620518,2019-07-24,2019,7,2.2986,0
NEG_000754,pseudo_negative,Assam,24.587955,94.070943,2008-08-15,2008,8,4.3021,0
NEG_000755,pseudo_negative,Assam,24.646288,94.188044,2009-05-28,2009,5,1.8633,0
NEG_000756,pseudo_negative,Assam,24.897963,91.417322,2018-07-20,2018,7,30.0753,0
NEG_000757,pseudo_negative,Assam,24.887238,91.57537,2023-05-07,2023,5,30.599,0
NEG_000758,pseudo_negative,Assam,24.880489,92.128259,2008-11-08,2008,11,25.3396,0
NEG_000759,pseudo_negative,Assam,24.815628,92.873897,2008-07-23,2008,7,10.8488,0
NEG_000760,pseudo_negative,Assam,24.679944,93.637545,2006-08-26,2006,8,2.1387,0
NEG_000761,pseudo_negative,Assam,24.974055,94.041548,2019-08-11,2019,8,3.2099,0
NEG_000762,pseudo_negative,Assam,24.884293,94.196025,2010-05-07,2010,5,4.0906,0
NEG_000763,pseudo_negative,Assam,25.246573,91.4165,2023-06-23,2023,6,1.8933,0
NEG_000764,pseudo_negative,Assam,25.089987,91.704761,2021-11-17,2021,11,8.9279,0
NEG_000765,pseudo_negative,Assam,25.320894,92.331444,2008-11-26,2008,11,4.4109,0
NEG_000766,pseudo_negative,Assam,25.179734,92.387757,2010-06-03,2010,6,1.6149,0
NEG_000767,pseudo_negative,Assam,25.347924,93.308189,2006-08-30,2006,8,3.1888,0
NEG_000768,pseudo_negative,Assam,25.240238,93.942651,2017-08-11,2017,8,6.6948,0
NEG_000769,pseudo_negative,Assam,25.083583,94.483306,2011-05-10,2011,5,1.9107,0
NEG_000770,pseudo_negative,Assam,25.609316,91.363162,2005-08-14,2005,8,5.3818,0
NEG_000771,pseudo_negative,Assam,25.419066,91.798912,2022-05-09,2022,5,2.36,0
NEG_000772,pseudo_negative,Assam,25.419992,92.081326,2022-07-11,2022,7,3.6871,0
NEG_000773,pseudo_negative,Assam,25.429731,92.450121,2011-05-17,2011,5,6.3318,0
NEG_000774,pseudo_negative,Assam,25.601637,93.200429,2007-11-13,2007,11,9.4733,0
NEG_000775,pseudo_negative,Assam,25.397968,93.242856,2011-08-23,2011,8,1.6668,0
NEG_000776,pseudo_negative,Assam,25.654801,93.677313,2006-06-24,2006,6,4.9995,0
NEG_000777,pseudo_negative,Assam,26.052413,91.109143,2010-08-26,2010,8,17.0864,0
NEG_000778,pseudo_negative,Assam,25.962426,91.815363,2008-05-27,2008,5,3.6086,0
NEG_000779,pseudo_negative,Assam,25.709209,92.195377,2011-05-11,2011,5,5.2654,0
NEG_000780,pseudo_negative,Assam,25.773117,92.509574,2006-05-03,2006,5,2.0116,0
NEG_000781,pseudo_negative,Assam,26.024828,92.929673,2022-11-30,2022,11,7.0104,0
NEG_000782,pseudo_negative,Assam,25.758092,93.530806,2006-08-19,2006,8,8.0374,0
NEG_000783,pseudo_negative,Assam,25.742097,93.733767,2016-08-03,2016,8,1.0702,0
NEG_000784,pseudo_negative,Assam,26.049163,94.36944,2008-11-22,2008,11,4.5402,0
NEG_000785,pseudo_negative,Assam,26.287607,91.099081,2007-06-27,2007,6,10.5146,0
NEG_000786,pseudo_negative,Assam,26.055292,91.727738,2018-05-30,2018,5,1.9145,0
NEG_000787,pseudo_negative,Assam,26.223291,92.013363,2005-05-02,2005,5,4.7347,0
NEG_000788,pseudo_negative,Assam,26.304506,92.737685,2008-06-05,2008,6,14.8445,0
NEG_000789,pseudo_negative,Assam,26.121045,92.807439,2010-08-18,2010,8,7.2898,0
NEG_000790,pseudo_negative,Assam,26.277215,93.390736,2010-05-18,2010,5,11.9651,0
NEG_000791,pseudo_negative,Assam,26.107,94.052256,2016-11-23,2016,11,3.0876,0
NEG_000792,pseudo_negative,Assam,26.369915,94.359759,2016-07-29,2016,7,4.5725,0
NEG_000793,pseudo_negative,Assam,26.399896,91.108675,2009-05-04,2009,5,22.2387,0
NEG_000794,pseudo_negative,Assam,26.519938,91.810886,2026-08-25,2026,8,16.5308,0
NEG_000795,pseudo_negative,Assam,26.449149,92.259386,2010-03-11,2010,3,35.8074,0
NEG_000796,pseudo_negative,Assam,26.495414,92.509082,2023-09-09,2023,9,43.8763,0
NEG_000797,pseudo_negative,Assam,26.660719,93.093987,2009-09-05,2009,9,9.3077,0
NEG_000798,pseudo_negative,Assam,26.632182,93.30794,2011-07-21,2011,7,12.3642,0
NEG_000799,pseudo_negative,Assam,26.550164,93.701012,2007-05-17,2007,5,4.6498,0
NEG_000800,pseudo_negative,Assam,26.455294,94.138281,2014-05-30,2014,5,17.4962,0
NEG_000801,pseudo_negative,Assam,26.866008,91.21988,2019-07-28,2019,7,82.0366,0
NEG_000802,pseudo_negative,Assam,27.060495,91.638903,2007-07-04,2007,7,54.3426,0
NEG_000803,pseudo_negative,Assam,26.862674,92.282528,2018-07-28,2018,7,16.1384,0
NEG_000804,pseudo_negative,Assam,27.078496,92.60439,2014-07-09,2014,7,1.5788,0
NEG_000805,pseudo_negative,Assam,26.756378,93.14046,2006-06-04,2006,6,20.3248,0
NEG_000806,pseudo_negative,Assam,26.938468,93.242864,2005-08-03,2005,8,1.7694,0
NEG_000807,pseudo_negative,Assam,26.768265,93.857404,2023-05-11,2023,5,28.9414,0
NEG_000808,pseudo_negative,Assam,26.808614,94.408618,2012-05-30,2012,5,19.0047,0
NEG_000809,pseudo_negative,Assam,24.660434,91.336728,2008-08-20,2008,8,57.6906,0
NEG_000810,pseudo_negative,Assam,24.5723,91.861683,2008-07-15,2008,7,33.9502,0
NEG_000811,pseudo_negative,Assam,24.441151,91.984002,2018-04-20,2018,4,15.7083,0
NEG_000812,pseudo_negative,Assam,24.424532,92.407793,2008-08-06,2008,8,9.4919,0
NEG_000813,pseudo_negative,Assam,24.546214,92.97636,2005-07-03,2005,7,3.9842,0
NEG_000814,pseudo_negative,Assam,24.451124,93.533178,2021-07-18,2021,7,6.6411,0
NEG_000815,pseudo_negative,Assam,24.497417,94.06704,2013-07-24,2013,7,6.7399,0
NEG_000816,pseudo_negative,Assam,24.494742,94.09283,2007-06-29,2007,6,4.9683,0
NEG_000817,pseudo_negative,Assam,24.762602,91.510126,2006-05-23,2006,5,44.0641,0
NEG_000818,pseudo_negative,Assam,24.69568,91.521307,2015-05-19,2015,5,51.4807,0
NEG_000819,pseudo_negative,Assam,24.996228,92.340377,2016-08-17,2016,8,8.5044,0
NEG_000820,pseudo_negative,Assam,24.775001,92.394827,2009-05-23,2009,5,5.9722,0
NEG_000821,pseudo_negative,Assam,24.703844,92.929296,2012-07-01,2012,7,3.2661,0
NEG_000822,pseudo_negative,Assam,24.91839,93.56784,2017-10-19,2017,10,5.9594,0
NEG_000823,pseudo_negative,Assam,24.814525,94.016679,2024-05-16,2024,5,6.865,0
NEG_000824,pseudo_negative,Assam,25.028236,91.185852,2014-06-12,2014,6,19.431,0
NEG_000825,pseudo_negative,Assam,25.200138,91.888815,2022-07-10,2022,7,3.0155,0
NEG_000826,pseudo_negative,Assam,25.136501,92.291041,2013-05-05,2013,5,5.0782,0
NEG_000827,pseudo_negative,Assam,25.192664,92.655329,2023-08-25,2023,8,13.6476,0
NEG_000828,pseudo_negative,Assam,25.286072,92.964214,2024-05-02,2024,5,5.3852,0
NEG_000829,pseudo_negative,Assam,25.032554,93.365406,2009-06-15,2009,6,7.725,0
NEG_000830,pseudo_negative,Assam,25.21253,93.858915,2017-08-22,2017,8,4.072,0
NEG_000831,pseudo_negative,Assam,25.128889,94.229842,2011-08-19,2011,8,5.6387,0
NEG_000832,pseudo_negative,Assam,25.472591,91.223409,2017-08-22,2017,8,3.6751,0
NEG_000833,pseudo_negative,Assam,25.410636,91.699374,2005-05-28,2005,5,2.1206,0
NEG_000834,pseudo_negative,Assam,25.658976,92.008821,2013-07-16,2013,7,3.3081,0
NEG_000835,pseudo_negative,Assam,25.367556,92.759677,2016-11-14,2016,11,5.7309,0
NEG_000836,pseudo_negative,Assam,25.46295,93.167145,2015-07-29,2015,7,6.351,0
NEG_000837,pseudo_negative,Assam,25.433958,93.518089,2026-11-17,2026,11,4.9724,0
NEG_000838,pseudo_negative,Assam,25.515551,93.768028,2024-08-05,2024,8,1.1796,0
NEG_000839,pseudo_negative,Assam,25.964276,91.479068,2023-05-03,2023,5,6.8407,0
NEG_000840,pseudo_negative,Assam,25.947555,91.788043,2023-09-03,2023,9,6.3812,0
NEG_000841,pseudo_negative,Assam,25.889434,92.327647,2006-09-27,2006,9,6.7372,0
NEG_000842,pseudo_negative,Assam,25.886839,92.475276,2024-05-16,2024,5,3.6776,0
NEG_000843,pseudo_negative,Assam,25.936136,92.853343,2016-05-16,2016,5,7.5728,0
NEG_000844,pseudo_negative,Assam,25.812215,93.323899,2014-09-19,2014,9,10.1532,0
NEG_000845,pseudo_negative,Assam,26.005771,94.228151,2011-06-20,2011,6,2.6119,0
NEG_000846,pseudo_negative,Assam,26.106962,91.308403,2019-10-03,2019,10,17.6826,0
NEG_000847,pseudo_negative,Assam,26.37254,91.862455,2020-07-18,2020,7,1.6931,0
NEG_000848,pseudo_negative,Assam,26.393341,92.045127,2021-07-03,2021,7,17.3027,0
NEG_000849,pseudo_negative,Assam,26.167173,92.505542,2014-08-01,2014,8,8.4283,0
NEG_000850,pseudo_negative,Assam,26.144842,92.876432,2006-06-02,2006,6,11.7651,0
NEG_000851,pseudo_negative,Assam,26.35691,93.368718,2005-08-22,2005,8,7.1052,0
NEG_000852,pseudo_negative,Assam,26.166936,94.005053,2005-07-22,2005,7,4.3722,0
NEG_000853,pseudo_negative,Assam,26.054129,94.09652,2008-09-30,2008,9,3.4332,0
NEG_000854,pseudo_negative,Assam,26.72198,91.468515,2005-09-01,2005,9,53.8457,0
NEG_000855,pseudo_negative,Assam,26.554232,91.848719,2012-06-01,2012,6,19.9811,0
NEG_000856,pseudo_negative,Assam,26.657752,92.27872,2006-06-19,2006,6,30.086,0
NEG_000857,pseudo_negative,Assam,26.505681,92.781689,2022-07-14,2022,7,27.3221,0
NEG_000858,pseudo_negative,Assam,26.589128,92.97141,2013-07-18,2013,7,8.3444,0
NEG_000859,pseudo_negative,Assam,26.683752,93.613992,2008-07-29,2008,7,11.1222,0
NEG_000860,pseudo_negative,Assam,26.551129,93.955173,2006-07-26,2006,7,27.8547,0
NEG_000861,pseudo_negative,Assam,26.640046,94.402755,2009-08-21,2009,8,6.8797,0
NEG_000862,pseudo_negative,Assam,26.815465,91.295425,2011-01-19,2011,1,73.4588,0
NEG_000863,pseudo_negative,Assam,27.038701,91.771786,2013-09-04,2013,9,38.2923,0
NEG_000864,pseudo_negative,Assam,26.990797,92.263841,2012-10-13,2012,10,17.9515,0
NEG_000865,pseudo_negative,Assam,26.886294,92.611887,2013-08-01,2013,8,9.4867,0
NEG_000866,pseudo_negative,Assam,26.991183,93.038947,2021-09-15,2021,9,21.2757,0
NEG_000867,pseudo_negative,Assam,26.978491,93.343608,2016-08-30,2016,8,9.1995,0
NEG_000868,pseudo_negative,Assam,27.084214,94.069168,2014-08-29,2014,8,24.2443,0
NEG_000869,pseudo_negative,Assam,26.953681,94.155261,2006-08-17,2006,8,36.7636,0
NEG_000870,pseudo_negative,Assam,24.5091,91.453918,2023-06-04,2023,6,49.2099,0
NEG_000871,pseudo_negative,Assam,24.503964,91.695638,2019-05-04,2019,5,37.753,0
NEG_000872,pseudo_negative,Assam,24.618338,92.146464,2015-04-02,2015,4,14.5005,0
NEG_000873,pseudo_negative,Assam,24.49276,92.437853,2018-09-22,2018,9,5.4644,0
NEG_000874,pseudo_negative,Assam,24.408207,93.049689,2022-06-05,2022,6,1.7568,0
NEG_000875,pseudo_negative,Assam,24.635988,93.457604,2016-05-28,2016,5,3.3649,0
NEG_000876,pseudo_negative,Assam,24.443289,93.854777,2014-12-15,2014,12,1.5547,0
NEG_000877,pseudo_negative,Assam,24.368944,94.446564,2015-07-27,2015,7,19.2838,0
NEG_000878,pseudo_negative,Assam,24.792983,91.30436,2011-09-09,2011,9,44.9174,0
NEG_000879,pseudo_negative,Assam,24.846176,91.907119,2016-07-20,2016,7,40.6422,0
NEG_000880,pseudo_negative,Assam,24.919559,92.154841,2006-05-29,2006,5,25.8631,0
NEG_000881,pseudo_negative,Assam,25.010009,92.715452,2022-07-27,2022,7,1.466,0
NEG_000882,pseudo_negative,Assam,24.937105,93.284634,2010-07-10,2010,7,10.1491,0
NEG_000883,pseudo_negative,Assam,24.785494,93.818809,2008-05-26,2008,5,3.7134,0
NEG_000884,pseudo_negative,Assam,24.931357,94.11307,2005-09-23,2005,9,3.6614,0
NEG_000885,pseudo_negative,Assam,25.157731,91.391457,2013-09-28,2013,9,3.2678,0
NEG_000886,pseudo_negative,Assam,25.15385,91.717873,2021-06-24,2021,6,3.2802,0
NEG_000887,pseudo_negative,Assam,25.296429,92.079481,2010-05-25,2010,5,3.6274,0
NEG_000888,pseudo_negative,Assam,25.034511,92.794935,2017-11-27,2017,11,1.3975,0
NEG_000889,pseudo_negative,Assam,25.347261,92.983757,2019-05-09,2019,5,4.1231,0
NEG_000890,pseudo_negative,Assam,25.192048,93.318743,2014-01-30,2014,1,1.7544,0
NEG_000891,pseudo_negative,Assam,25.068583,93.758585,2018-05-07,2018,5,5.7298,0
NEG_000892,pseudo_negative,Assam,25.245446,94.221827,2016-11-19,2016,11,9.7676,0
NEG_000893,pseudo_negative,Assam,25.571861,91.379482,2014-05-12,2014,5,4.5493,0
NEG_000894,pseudo_negative,Assam,25.47462,91.923591,2016-05-20,2016,5,5.8992,0
NEG_000895,pseudo_negative,Assam,25.519566,92.296929,2013-07-21,2013,7,4.9987,0
NEG_000896,pseudo_negative,Assam,25.669322,92.655566,2025-05-20,2025,5,12.3223,0
NEG_000897,pseudo_negative,Assam,25.400752,93.209511,2016-07-19,2016,7,3.6109,0
NEG_000898,pseudo_negative,Assam,25.567193,93.250936,2017-05-26,2017,5,15.8158,0
