latitude,longitude,elevation_m,slope_deg,terrain_status
26.49934,94.53038,267.0,4.74,ok
26.40048,94.78316,1309.0,22.71,ok
26.13906,94.74511,1239.0,17.49,ok
26.12224,94.89547,997.0,20.75,ok
26.35922,94.58245,1316.0,18.56,ok
26.20935,94.69814,1738.0,43.98,ok
26.2881,94.94977,1854.0,19.9,ok
26.47134,94.53682,435.0,25.76,ok
26.37799,94.69583,821.0,29.85,ok
26.0482,94.80114,1351.0,26.43,ok
26.23857,94.70231,1635.0,13.72,ok
26.09652,94.64756,1532.0,19.22,ok
26.06826,94.9661,1093.0,37.76,ok
26.49555,94.63624,569.0,33.54,ok
26.43734,94.91904,550.0,37.41,ok
26.0237,94.56389,1027.0,6.18,ok
26.01602,94.65583,1677.0,28.33,ok
26.08063,94.9281,912.0,18.71,ok
26.21706,94.58904,1067.0,32.58,ok
26.3351,94.63788,464.0,4.13,ok
26.32702,94.83422,1691.0,25.29,ok
26.42802,94.82052,1703.0,37.56,ok
26.14522,94.78369,1634.0,30.31,ok
26.10872,94.98318,977.0,27.53,ok
26.23377,94.53453,1122.0,3.1,ok
26.28217,94.64812,987.0,24.94,ok
26.23284,94.8583,1943.0,31.65,ok
26.12507,94.56524,1241.0,18.71,ok
26.11621,94.601,1875.0,15.76,ok
26.03005,94.90801,637.0,15.13,ok
26.24675,94.72017,1192.0,18.64,ok
26.30733,94.86185,835.0,22.32,ok
26.36912,94.57878,1444.0,33.65,ok
26.40622,94.67422,767.0,34.01,ok
26.49078,94.91085,574.0,19.79,ok
26.12802,94.61438,1727.0,6.24,ok
26.02118,94.93272,1355.0,27.71,ok
26.24608,94.52466,697.0,20.09,ok
26.22452,94.63622,1005.0,29.26,ok
26.41583,94.56172,633.0,12.9,ok
26.43002,94.83937,1193.0,21.64,ok
26.29338,94.5464,770.0,12.51,ok
26.24724,94.74593,1749.0,25.73,ok
26.27969,94.90824,2109.0,26.9,ok
26.41908,94.57194,521.0,23.92,ok
26.39941,94.69183,430.0,5.56,ok
26.41637,94.88474,688.0,28.61,ok
26.14108,94.91355,1666.0,34.62,ok
26.15692,94.69418,2014.0,32.98,ok
26.49995,94.65327,873.0,23.28,ok
26.20261,91.14528,37.0,9.38,ok
26.0965,91.1667,42.0,2.06,ok
26.19126,91.28407,48.0,2.96,ok
26.0492,91.11976,44.0,3.6,ok
26.07448,91.3346,45.0,2.77,ok
26.4528,91.08692,41.0,2.96,ok
26.05241,91.10914,47.0,1.03,ok
26.28761,91.09908,41.0,2.12,ok
26.3999,91.10868,44.0,0.93,ok
26.10696,91.3084,48.0,4.22,ok
26.32646,91.45824,47.0,0.93,ok
26.17311,91.47736,142.0,30.01,ok
26.35037,91.25171,48.0,3.84,ok
26.30984,91.14642,41.0,1.03,ok
26.14384,91.05771,41.0,5.55,ok
26.12921,91.30488,48.0,2.06,ok
26.08323,91.27489,47.0,3.23,ok
26.07595,91.29602,45.0,1.39,ok
26.08445,91.48718,57.0,1.39,ok
26.03289,91.05271,45.0,2.96,ok
26.12701,91.31079,43.0,2.26,ok
26.11839,91.05937,47.0,0.93,ok
26.12327,91.27622,41.0,2.06,ok
26.00603,91.46583,50.0,1.39,ok
26.12176,91.02003,40.0,2.26,ok
26.07862,91.24132,47.0,0.93,ok
26.14492,91.23791,38.0,5.23,ok
26.1489,91.09146,42.0,1.39,ok
26.02394,91.34959,85.0,23.71,ok
25.54261,92.10867,1138.0,15.7,ok
25.54328,92.10478,1272.0,28.94,ok
25.54264,92.10214,1332.0,6.88,ok
25.54231,92.1,1336.0,17.35,ok
25.54261,92.09842,1318.0,10.88,ok
25.59347,92.23252,1189.0,4.21,ok
25.79777,92.0201,1091.0,13.68,ok
25.64791,92.32548,947.0,8.04,ok
25.93811,92.30157,539.0,1.38,ok
25.76039,92.36616,804.0,8.22,ok
25.70921,92.19538,814.0,6.74,ok
25.65898,92.00882,919.0,6.42,ok
25.88943,92.32765,552.0,4.21,ok
25.88684,92.47528,657.0,22.49,ok
25.51957,92.29693,1356.0,10.88,ok
25.81146,92.02897,951.0,21.73,ok
25.81847,92.40295,851.0,15.41,ok
25.57792,92.13903,1061.0,20.68,ok
25.75836,92.28612,858.0,17.97,ok
25.62887,92.4822,939.0,11.75,ok
25.84359,92.16557,735.0,11.31,ok
25.87253,92.47678,582.0,5.45,ok
25.53172,92.25672,1285.0,0.93,ok
25.95727,92.18829,658.0,10.8,ok
25.5038,92.02514,1548.0,0.93,ok
25.59589,92.31076,1122.0,4.23,ok
25.59853,92.41705,894.0,7.67,ok
25.74946,92.33552,847.0,10.86,ok
25.68116,92.38976,928.0,26.29,ok
25.78125,92.1647,941.0,13.87,ok
25.78201,92.41937,934.0,7.16,ok
25.95175,92.05536,694.0,9.55,ok
25.97039,92.12424,570.0,21.7,ok
25.50575,92.35142,1294.0,10.99,ok
25.60145,92.09774,902.0,8.22,ok
25.82236,92.33974,582.0,17.98,ok
25.85935,92.02363,712.0,10.48,ok
25.91557,92.2029,636.0,5.54,ok
25.92108,92.49021,524.0,7.44,ok
25.63852,92.00445,1118.0,11.69,ok
25.57834,92.08907,1097.0,16.28,ok
25.79433,92.02178,973.0,13.36,ok
25.85308,92.12652,1054.0,23.0,ok
25.96596,92.25158,813.0,14.5,ok
25.63876,92.38217,861.0,4.81,ok
25.75784,92.26477,765.0,13.95,ok
25.95569,92.01265,521.0,4.21,ok
25.87382,92.38947,563.0,15.47,ok
25.95582,92.48619,427.0,12.48,ok
25.51903,92.37539,1266.0,2.78,ok
25.55184,92.18412,1209.0,2.12,ok
25.70925,92.35696,892.0,14.5,ok
25.74859,92.44616,859.0,2.25,ok
25.92519,92.30741,661.0,22.82,ok
25.57624,92.21088,1243.0,22.7,ok
25.79082,92.37761,803.0,14.5,ok
25.8532,92.47595,650.0,16.12,ok
25.89988,92.2636,734.0,8.42,ok
25.65918,92.0913,906.0,12.87,ok
25.65517,92.4969,848.0,5.06,ok
25.76085,92.32995,697.0,4.15,ok
25.90845,92.40462,542.0,15.1,ok
25.53193,92.20162,1327.0,14.8,ok
25.60436,92.39598,927.0,16.61,ok
25.69896,92.13295,879.0,8.62,ok
25.88162,92.06658,689.0,6.31,ok
25.86021,92.36218,773.0,15.31,ok
14.84285,74.17655,,,failed
14.53982,74.34852,,,failed
14.86447,74.21004,,,failed
14.5394,74.31237,,,failed
14.55326,74.35917,,,failed
14.54684,74.35782,,,failed
14.53944,74.31231,,,failed
14.51316,74.41122,,,failed
14.8099,74.14158,,,failed
14.87983,74.41272,,,failed
14.54982,74.34892,,,failed
24.57025,92.685,,,failed
24.51131,92.69303,,,failed
24.51594,92.54089,,,failed
24.80376,92.73338,,,failed
24.73197,92.75989,,,failed
24.79489,92.55506,,,failed
24.70656,92.65008,,,failed
24.73117,92.64739,,,failed
24.72192,92.90381,,,failed
24.88062,92.75227,,,failed
24.807,92.87337,,,failed
24.6154,92.63793,,,failed
24.5676,92.80299,,,failed
24.88735,92.65808,,,failed
24.88262,92.96565,,,failed
24.54253,92.79807,,,failed
24.81563,92.8739,,,failed
24.54621,92.97636,,,failed
24.70384,92.9293,,,failed
24.66062,92.85073,,,failed
24.82293,92.53465,,,failed
24.8106,92.71026,,,failed
24.60298,92.69177,,,failed
24.83704,92.67332,,,failed
24.67855,92.84976,,,failed
24.69865,92.66021,,,failed
24.93294,92.99722,,,failed
24.67281,92.96006,,,failed
24.99868,92.95669,,,failed
24.55068,92.9845,,,failed
24.94346,92.94623,,,failed
24.74684,92.96947,,,failed
24.80104,92.96562,,,failed
24.97282,92.66055,,,failed
24.95556,92.60344,,,failed
24.67777,92.62267,,,failed
24.71098,92.80954,,,failed
24.56945,92.96242,,,failed
24.53866,92.68435,,,failed
24.64073,92.5734,,,failed
24.64711,92.70725,,,failed
24.6581,92.81038,,,failed
24.57742,92.82692,,,failed
24.70184,92.94589,,,failed
24.58982,92.84815,,,failed
24.53565,92.69258,,,failed
24.7166,92.89326,,,failed
24.61242,92.61293,,,failed
24.51776,92.84681,,,failed
24.61039,92.9312,,,failed
24.58323,92.50877,,,failed
24.53661,92.70114,,,failed
24.56371,92.54821,,,failed
24.66805,92.84879,,,failed
24.91499,92.56479,,,failed
24.80053,92.61866,,,failed
24.9281,92.96126,,,failed
24.60758,92.73523,,,failed
24.87841,92.73445,,,failed
24.84532,92.92399,,,failed
24.66772,92.82404,,,failed
24.87244,92.75981,,,failed
24.64456,92.78059,,,failed
24.80741,92.55477,,,failed
24.78134,92.79,,,failed
24.88306,92.94314,,,failed
24.63469,92.67209,,,failed
24.79692,92.8354,,,failed
24.75887,92.92252,,,failed
24.54532,92.58508,,,failed
24.73453,92.8426,,,failed
24.62779,92.62399,,,failed
24.91512,92.66638,,,failed
24.82783,92.98241,,,failed
24.67023,92.71119,,,failed
24.78611,92.84068,,,failed
24.61074,92.87443,,,failed
24.51561,92.96676,,,failed
24.80531,92.54949,,,failed
24.79684,92.68686,,,failed
25.12431,92.90428,,,failed
25.12458,92.98911,,,failed
25.121,92.91503,,,failed
25.04783,92.78931,,,failed
25.36626,92.82304,,,failed
25.11766,92.84771,,,failed
25.27022,92.91937,,,failed
25.49048,92.59086,,,failed
25.46941,92.90343,,,failed
25.28394,92.75014,,,failed
25.44281,92.76672,,,failed
25.09142,92.61931,,,failed
25.28388,92.95726,,,failed
25.45875,92.53938,,,failed
25.41988,92.83603,,,failed
25.19266,92.65533,,,failed
25.28607,92.96421,,,failed
25.36756,92.75968,,,failed
25.01001,92.71545,,,failed
25.03451,92.79494,,,failed
25.34726,92.98376,,,failed
25.0543,92.7701,,,failed
25.30897,92.82606,,,failed
25.03616,92.94211,,,failed
25.34944,92.99098,,,failed
25.21822,92.94007,,,failed
25.18402,92.95048,,,failed
25.02024,92.69609,,,failed
25.40299,92.52489,,,failed
25.15112,92.66302,,,failed
25.27548,92.50875,,,failed
25.4617,92.51043,,,failed
25.26086,92.71138,,,failed
25.42196,92.65092,,,failed
25.31744,92.60875,,,failed
25.46723,92.57701,,,failed
25.04738,92.65629,,,failed
25.18774,92.5684,,,failed
25.37146,92.57877,,,failed
25.41565,92.69662,,,failed
25.45827,92.68193,,,failed
25.1726,92.5997,,,failed
25.39872,92.6595,,,failed
25.0204,92.74515,,,failed
25.07462,92.55198,,,failed
25.22369,92.60123,,,failed
25.00647,92.68867,,,failed
25.06716,92.60978,,,failed
25.44354,92.69855,,,failed
25.22956,93.1556,,,failed
25.20739,93.12278,,,failed
25.23231,93.03333,,,failed
25.15561,93.02222,,,failed
25.17986,93.07078,,,failed
25.14678,93.03097,,,failed
25.14872,93.03192,,,failed
25.14525,93.02917,,,failed
25.17692,93.02656,,,failed
25.17703,93.02089,,,failed
25.17597,93.02017,,,failed
25.17506,93.02042,,,failed
25.17189,93.02061,,,failed
25.16564,93.02544,,,failed
25.16344,93.02317,,,failed
25.15069,93.02583,,,failed
25.14586,93.02419,,,failed
25.14042,93.02039,,,failed
25.13961,93.01956,,,failed
25.13447,93.01897,,,failed
25.17639,93.11614,,,failed
25.15572,93.02278,,,failed
25.15736,93.01608,,,failed
25.15933,93.017,,,failed
25.24597,93.02828,,,failed
25.23881,93.03219,,,failed
25.15658,93.01961,,,failed
25.41733,93.12908,,,failed
25.1775,93.02622,,,failed
25.20553,93.02014,,,failed
25.19669,93.01858,,,failed
25.18844,93.01967,,,failed
25.164,93.04019,,,failed
25.18956,93.09642,,,failed
25.24194,93.14319,,,failed
25.27481,93.14556,,,failed
25.15714,93.01719,,,failed
25.40586,93.11097,,,failed
25.39156,93.11317,,,failed
25.22428,93.22286,,,failed
25.15681,93.01972,,,failed
25.16579,93.00948,,,failed
25.15859,93.01292,,,failed
25.16023,93.01084,,,failed
25.17623,93.01326,,,failed
25.17136,93.01102,,,failed
25.16804,93.02503,,,failed
25.15556,93.02158,,,failed
25.16808,93.02492,,,failed
25.16267,93.00981,,,failed
25.16736,93.00953,,,failed
25.18919,93.02118,,,failed
25.15814,93.02478,,,failed
25.17483,93.01986,,,failed
25.17742,93.00975,,,failed
25.3162,93.00616,,,failed
25.12107,93.1873,,,failed
25.39249,93.43724,,,failed
25.30028,93.36193,,,failed
25.34792,93.30819,,,failed
25.39797,93.24286,,,failed
25.03255,93.36541,,,failed
25.46295,93.16714,,,failed
25.19205,93.31874,,,failed
25.40075,93.20951,,,failed
25.27175,93.09823,,,failed
25.16543,93.34345,,,failed
25.36473,93.20428,,,failed
25.05401,93.12367,,,failed
25.09482,93.36295,,,failed
25.47372,93.00314,,,failed
25.462,93.27537,,,failed
25.12129,93.26153,,,failed
25.06095,93.45004,,,failed
25.42514,93.06425,,,failed
25.22727,93.38059,,,failed
25.29362,93.30833,,,failed
25.38892,93.43406,,,failed
25.20366,93.37577,,,failed
25.06829,93.4047,,,failed
25.28273,93.22762,,,failed
25.3296,93.442,,,failed
25.02294,93.31533,,,failed
25.13975,93.42131,,,failed
25.4151,93.42872,,,failed
25.46593,93.0625,,,failed
25.48318,93.44002,,,failed
25.01042,93.37342,,,failed
25.17163,93.41823,,,failed
25.39665,93.14102,,,failed
25.42104,93.23615,,,failed
25.47554,93.05247,,,failed
25.05316,93.22489,,,failed
25.03712,93.48586,,,failed
25.32688,93.23882,,,failed
25.39028,93.46139,,,failed
25.12067,93.04494,,,failed
25.20787,93.26489,,,failed
25.22242,93.03477,,,failed
25.31821,93.39373,,,failed
25.34098,93.43848,,,failed
25.08186,93.1559,,,failed
25.08549,93.2143,,,failed
25.46912,93.17839,,,failed
25.49948,93.47535,,,failed
25.10188,93.02595,,,failed
25.16342,93.26477,,,failed
25.34904,93.12801,,,failed
25.19527,93.39922,,,failed
25.30904,93.28404,,,failed
24.71083,92.48117,,,failed
24.70619,92.28997,,,failed
24.65939,92.49736,,,failed
24.78003,92.45372,,,failed
24.78381,92.45564,,,failed
24.5897,92.2999,,,failed
24.52128,92.46009,,,failed
24.82474,92.07801,,,failed
24.64406,92.0036,,,failed
24.68297,92.05134,,,failed
24.55315,92.15918,,,failed
24.73773,92.00992,,,failed
24.9135,92.38453,,,failed
24.53723,92.10087,,,failed
24.88049,92.12826,,,failed
24.99623,92.34038,,,failed
24.775,92.39483,,,failed
24.61834,92.14646,,,failed
24.91956,92.15484,,,failed
24.59089,92.35106,,,failed
24.65122,92.46434,,,failed
24.60415,92.34466,,,failed
24.95995,92.30299,,,failed
24.566,92.15822,,,failed
24.82774,92.19142,,,failed
24.59267,92.47252,,,failed
24.91285,92.16566,,,failed
24.9697,92.02769,,,failed
24.94565,92.24775,,,failed
24.93852,92.01606,,,failed
24.91164,92.42417,,,failed
24.97988,92.35281,,,failed
24.95118,92.44279,,,failed
24.93855,92.25666,,,failed
24.93564,92.30253,,,failed
24.65206,92.41303,,,failed
24.63006,92.47335,,,failed
24.67793,92.35498,,,failed
24.54087,92.47729,,,failed
24.62635,92.37861,,,failed
24.54342,92.33633,,,failed
24.62375,92.46835,,,failed
24.9079,92.14047,,,failed
24.66319,92.29387,,,failed
24.92591,92.43798,,,failed
24.68969,92.49675,,,failed
24.8453,92.33297,,,failed
24.61782,92.43635,,,failed
24.91406,92.14861,,,failed
24.61661,92.11118,,,failed
24.52551,92.34806,,,failed
24.91418,92.13314,,,failed
24.809,92.34094,,,failed
24.59036,92.19884,,,failed
24.57305,92.48374,,,failed
24.84921,92.42809,,,failed
24.52129,92.30278,,,failed
24.74414,92.49328,,,failed
24.53657,92.01193,,,failed
24.6532,92.39023,,,failed
24.70589,92.19429,,,failed
24.72423,92.44406,,,failed
24.58737,92.37825,,,failed
23.9,91.75622,,,failed
23.79344,91.55206,,,failed
23.79425,91.55353,,,failed
23.53657,91.55362,,,failed
23.63488,91.61675,,,failed
23.70219,91.9166,,,failed
23.79245,91.58052,,,failed
23.53049,91.59004,,,failed
23.59572,91.675,,,failed
23.83724,91.54809,,,failed
23.90986,91.96903,,,failed
23.53177,91.6356,,,failed
23.58027,91.50736,,,failed
23.75792,91.79092,,,failed
23.8543,91.86134,,,failed
23.87525,91.90842,,,failed
23.52815,91.51004,,,failed
23.61148,91.73573,,,failed
23.75496,91.55903,,,failed
23.99808,91.61912,,,failed
23.80408,91.94547,,,failed
23.56364,91.69222,,,failed
23.94464,91.80041,,,failed
23.55683,91.8858,,,failed
23.76326,91.74155,,,failed
23.77854,91.93474,,,failed
23.9537,91.85948,,,failed
23.84092,91.89862,,,failed
23.55396,91.51304,,,failed
23.51608,91.60228,,,failed
23.57787,91.80389,,,failed
23.92583,91.74334,,,failed
23.61197,91.87769,,,failed
23.57326,91.89353,,,failed
23.88161,91.84076,,,failed
23.71458,91.6841,,,failed
9.7005,77.1069,,,failed
9.7015,77.1066,,,failed
9.616,77.19,,,failed
9.617,77.19,,,failed
27.57503,88.65403,,,failed
27.56111,88.65453,,,failed
27.52839,88.59972,,,failed
27.56942,88.65272,,,failed
27.59028,88.65394,,,failed
27.51492,88.56314,,,failed
27.5091,88.53848,,,failed
27.61936,88.66131,,,failed
27.58922,88.5466,,,failed
27.59762,88.64554,,,failed
27.5898,88.80547,,,failed
27.5827,88.93499,,,failed
27.74337,88.66716,,,failed
27.72985,88.82429,,,failed
27.73407,88.89465,,,failed
27.78078,88.6314,,,failed
27.83151,88.70298,,,failed
27.85289,88.85871,,,failed
27.52252,88.52053,,,failed
27.5118,88.69128,,,failed
27.54873,88.66546,,,failed
27.63029,88.79544,,,failed
27.56246,88.9089,,,failed
27.68136,88.66235,,,failed
27.64728,88.79994,,,failed
27.68515,88.91848,,,failed
27.83407,88.60686,,,failed
27.77308,88.72715,,,failed
27.79575,88.83117,,,failed
27.61448,88.51793,,,failed
27.62336,88.80515,,,failed
27.61171,88.89942,,,failed
27.71693,88.63487,,,failed
27.64388,88.763,,,failed
27.65526,88.85618,,,failed
27.84664,88.55862,,,failed
27.84205,88.60074,,,failed
27.77895,88.80744,,,failed
27.87048,88.91198,,,failed
27.51404,88.75213,,,failed
27.55431,88.50818,,,failed
27.56199,88.59411,,,failed
27.57719,88.70213,,,failed
27.59025,88.94736,,,failed
27.69024,88.68582,,,failed
27.64676,88.77814,,,failed
27.6526,88.87605,,,failed
27.81238,88.67755,,,failed
27.79256,88.72705,,,failed
27.86245,88.83206,,,failed
27.50867,88.55535,,,failed
27.50987,88.6852,,,failed
27.5123,88.71618,,,failed
27.56392,88.54442,,,failed
27.54325,88.67248,,,failed
27.56338,88.78262,,,failed
27.5927,88.95014,,,failed
27.64603,88.51523,,,failed
27.69325,88.62794,,,failed
27.65889,88.80314,,,failed
27.7395,88.85215,,,failed
27.86809,88.56994,,,failed
27.76202,88.69932,,,failed
27.8274,88.80305,,,failed
27.83081,88.84732,,,failed
27.51888,88.7215,,,failed
27.59552,88.55789,,,failed
27.61124,88.70942,,,failed
27.61024,88.90579,,,failed
27.66633,88.57218,,,failed
27.70202,88.69658,,,failed
27.69552,88.73729,,,failed
27.74568,88.92202,,,failed
27.86838,88.57946,,,failed
27.78969,88.73672,,,failed
27.7702,88.90228,,,failed
27.6072,88.74969,,,failed
27.60512,88.90166,,,failed
27.70953,88.6334,,,failed
27.72252,88.71549,,,failed
27.65378,88.86505,,,failed
27.78564,88.51396,,,failed
27.7752,88.62632,,,failed
27.82869,88.79696,,,failed
27.78212,88.86734,,,failed
27.52851,88.5224,,,failed
27.58306,88.57646,,,failed
27.58188,88.80134,,,failed
27.6353,88.85266,,,failed
27.67976,88.57141,,,failed
27.6978,88.62799,,,failed
27.73148,88.74222,,,failed
27.68469,88.90677,,,failed
27.87291,88.69445,,,failed
27.85124,88.75538,,,failed
27.84592,88.84006,,,failed
27.60818,88.7012,,,failed
27.63607,88.78354,,,failed
27.61911,88.95547,,,failed
27.72529,88.63144,,,failed
27.69117,88.82364,,,failed
27.73095,88.88241,,,failed
27.83857,88.68415,,,failed
27.79416,88.70248,,,failed
27.78692,88.95236,,,failed
27.57131,88.55131,,,failed
27.57958,88.58381,,,failed
27.59804,88.71282,,,failed
27.53552,88.94137,,,failed
27.75612,88.55044,,,failed
27.72627,88.66063,,,failed
27.6471,88.76528,,,failed
27.67333,88.91101,,,failed
27.8621,88.5703,,,failed
27.83938,88.65006,,,failed
27.85111,88.7848,,,failed
27.7743,88.89171,,,failed
27.58563,88.54731,,,failed
27.62019,88.8063,,,failed
27.63865,88.94883,,,failed
27.69375,88.54868,,,failed
27.70567,88.58947,,,failed
27.67917,88.79889,,,failed
27.70984,88.89694,,,failed
27.37442,88.54506,,,failed
27.36978,88.54467,,,failed
27.28408,88.54611,,,failed
27.4097,88.54371,,,failed
27.48603,88.53269,,,failed
27.23772,88.51384,,,failed
27.46166,88.52341,,,failed
27.179,88.53314,,,failed
27.33208,88.50902,,,failed
27.24144,88.60681,,,failed
27.32889,88.60778,,,failed
27.25338,88.54895,,,failed
27.28578,88.5535,,,failed
27.28667,88.55347,,,failed
27.37211,88.61672,,,failed
27.21392,88.60833,,,failed
27.24883,88.60192,,,failed
27.40252,88.51868,,,failed
27.4432,88.6087,,,failed
27.37261,88.54102,,,failed
27.01457,88.78886,,,failed
27.17302,88.68038,,,failed
27.12282,88.74951,,,failed
27.23662,88.71544,,,failed
27.2606,88.8709,,,failed
27.3391,88.66331,,,failed
27.352,88.72968,,,failed
27.39402,88.83161,,,failed
27.47959,88.57159,,,failed
27.46905,88.59728,,,failed
27.47629,88.80802,,,failed
27.48551,88.93058,,,failed
27.00966,88.77933,,,failed
27.02722,88.90742,,,failed
27.12453,88.72163,,,failed
27.28658,88.50777,,,failed
27.18276,88.72437,,,failed
27.28933,88.8393,,,failed
27.34428,88.68007,,,failed
27.34466,88.87768,,,failed
27.48442,88.7452,,,failed
27.42996,88.88371,,,failed
27.03572,88.79122,,,failed
27.13768,88.6552,,,failed
27.13377,88.70712,,,failed
27.28447,88.52577,,,failed
27.28913,88.67365,,,failed
27.24827,88.81342,,,failed
27.23692,88.83344,,,failed
27.32574,88.69979,,,failed
27.32248,88.73087,,,failed
27.42622,88.53098,,,failed
27.47097,88.669,,,failed
27.47519,88.8193,,,failed
27.43699,88.8961,,,failed
27.03076,88.77944,,,failed
27.00866,88.84287,,,failed
27.17159,88.67865,,,failed
27.17377,88.81535,,,failed
27.10508,88.94031,,,failed
27.21083,88.53784,,,failed
27.28506,88.82936,,,failed
27.30128,88.66073,,,failed
27.35448,88.82937,,,failed
27.45957,88.64656,,,failed
27.47147,88.8349,,,failed
27.07315,88.79688,,,failed
27.16631,88.90543,,,failed
27.2139,88.8105,,,failed
27.2137,88.93103,,,failed
27.38903,88.66463,,,failed
27.39709,88.88878,,,failed
27.47351,88.85104,,,failed
27.00021,88.93047,,,failed
27.1715,88.58677,,,failed
27.07423,88.7488,,,failed
27.08807,88.91342,,,failed
27.20006,88.53002,,,failed
27.21501,88.7963,,,failed
27.25459,88.9409,,,failed
27.31314,88.58383,,,failed
27.31746,88.72328,,,failed
27.35093,88.86176,,,failed
27.49425,88.84031,,,failed
27.05662,88.9197,,,failed
27.15452,88.78593,,,failed
27.08822,88.87707,,,failed
27.26876,88.61875,,,failed
27.25677,88.77294,,,failed
27.27359,88.83602,,,failed
27.30826,88.652,,,failed
27.39829,88.88118,,,failed
27.47653,88.64704,,,failed
27.4206,88.78081,,,failed
27.48389,88.91407,,,failed
27.03443,88.56489,,,failed
27.04515,88.84691,,,failed
27.16762,88.52939,,,failed
27.14322,88.69894,,,failed
27.15803,88.70972,,,failed
27.08242,88.84961,,,failed
27.28116,88.67073,,,failed
27.28417,88.94735,,,failed
27.35055,88.53327,,,failed
27.39411,88.67024,,,failed
27.33191,88.78569,,,failed
27.34283,88.89708,,,failed
27.468,88.64321,,,failed
27.44242,88.7098,,,failed
27.44499,88.95473,,,failed
27.02137,88.80102,,,failed
27.06892,88.63713,,,failed
27.16022,88.82214,,,failed
27.12867,88.8498,,,failed
27.274,88.66179,,,failed
27.25235,88.76481,,,failed
27.21513,88.82892,,,failed
27.34385,88.68756,,,failed
27.32716,88.71755,,,failed
27.3667,88.9524,,,failed
27.49422,88.6483,,,failed
27.43456,88.82455,,,failed
27.46622,88.90201,,,failed
27.04449,88.64217,,,failed
27.0547,88.93045,,,failed
27.16376,88.72908,,,failed
27.12668,88.87507,,,failed
27.20813,88.5605,,,failed
27.18863,88.838,,,failed
27.40443,88.59709,,,failed
27.40913,88.80085,,,failed
27.35968,88.86093,,,failed
27.48749,88.50344,,,failed
27.43808,88.64067,,,failed
27.46062,88.75708,,,failed
27.43847,88.94417,,,failed
27.01903,88.83374,,,failed
27.09969,88.70648,,,failed
27.10994,88.86386,,,failed
27.25416,88.63706,,,failed
27.23454,88.82633,,,failed
27.22698,88.9026,,,failed
27.35589,88.53098,,,failed
27.40886,88.79316,,,failed
27.37697,88.84474,,,failed
27.46266,88.58811,,,failed
27.49922,88.79425,,,failed
27.42164,88.91951,,,failed
25.78417,93.80028,,,failed
25.76939,93.80278,,,failed
25.74697,93.98167,,,failed
25.77145,93.90704,,,failed
25.77006,93.93787,,,failed
25.77006,93.93789,,,failed
25.76618,93.94044,,,failed
25.78023,93.93616,,,failed
25.7746,93.91488,,,failed
25.7853,93.8014,,,failed
25.65639,93.75475,,,failed
25.82266,93.6238,,,failed
25.8527,93.88327,,,failed
25.54373,93.83662,,,failed
25.87846,93.99827,,,failed
25.72081,93.95672,,,failed
25.6548,93.67731,,,failed
25.75809,93.53081,,,failed
25.7421,93.73377,,,failed
25.51555,93.76803,,,failed
25.64152,93.88196,,,failed
25.78177,93.70807,,,failed
25.61149,93.61637,,,failed
25.70011,93.66982,,,failed
25.8878,93.88644,,,failed
25.54297,93.85834,,,failed
25.98413,93.54438,,,failed
25.87044,93.90817,,,failed
25.63675,93.79695,,,failed
25.64898,93.66745,,,failed
25.66981,93.71038,,,failed
25.62346,93.97865,,,failed
25.54484,93.68101,,,failed
25.61417,93.60855,,,failed
25.66456,93.60311,,,failed
25.63572,93.75315,,,failed
25.64271,93.79169,,,failed
25.54029,93.7129,,,failed
25.61585,93.98392,,,failed
25.52665,93.60338,,,failed
25.57541,93.7144,,,failed
25.63458,93.59877,,,failed
25.90699,93.69575,,,failed
25.77968,93.84498,,,failed
25.84486,93.96966,,,failed
25.72028,93.57815,,,failed
25.6943,93.88052,,,failed
25.78665,93.57316,,,failed
25.76636,93.82945,,,failed
25.96595,93.78814,,,failed
25.86629,93.60432,,,failed
25.76747,93.76124,,,failed
25.51376,93.78232,,,failed
25.50849,93.99371,,,failed
25.54428,93.60134,,,failed
25.54881,93.86418,,,failed
25.83714,93.52235,,,failed
25.87188,93.92845,,,failed
25.99166,93.82303,,,failed
25.54956,93.6641,,,failed
25.93467,93.59032,,,failed
25.77823,93.83234,,,failed
25.97466,93.65853,,,failed
25.66431,93.58778,,,failed
25.80184,93.5248,,,failed
25.79702,93.93663,,,failed
25.65805,93.65797,,,failed
25.66508,93.90895,,,failed
25.81931,93.66235,,,failed
25.82298,93.83164,,,failed
25.6692,93.65717,,,failed
25.53687,93.88263,,,failed
25.78363,93.6208,,,failed
25.75246,93.84186,,,failed
25.76099,93.99511,,,failed
25.5312,93.67311,,,failed
25.69243,93.95076,,,failed
25.75717,93.61904,,,failed
25.98117,93.76839,,,failed
25.65626,93.69886,,,failed
25.92088,93.62356,,,failed
25.8175,93.81068,,,failed
24.18561,92.94536,,,failed
24.47897,92.68286,,,failed
24.27139,92.96,,,failed
24.35466,92.92551,,,failed
24.36572,92.93014,,,failed
24.28587,92.94599,,,failed
24.28801,92.94602,,,failed
24.4744,92.87654,,,failed
24.49502,92.7553,,,failed
24.09448,92.94428,,,failed
24.16374,92.97914,,,failed
24.27675,92.59313,,,failed
24.30484,92.85894,,,failed
24.00889,92.78874,,,failed
24.37025,92.61812,,,failed
24.13849,92.76801,,,failed
24.40366,92.79096,,,failed
24.48538,92.94717,,,failed
